Partita,Risultato,Numero_maglia,Nome,Gol,Assist,Contrasti,Uno contro uno,Uno contro uno riusciti,Minuti giocati,Posizione,Valutazione,Squadra,Match_winner,Tiri in porta,Tiri fuori,Tiri bloccati,Dribbling tentati,Dribbling tentati riusciti,Salvataggi,Intercetti,Dribbling_subiti,Passaggi effettuati,Precisione_passaggi,Passaggi chiave,Cross,Cross prec.,Palle lunghe,Palle lunghe riusciti,Palle_perse,Falli subiti,Falli,Respinte,Uscite,Vincenti,Duelli di testa vinti,Parate da dentro l'area,Salvataggio sulla linea di porta,Rigori parati,Grossa occasione da rete creata,Autogol,Errore che ha portato al tiro,Falli da rigore commessi,Errori che hanno portato al gol,Rigori sbagliati,Fallo su ultimo uomo,Pali e traverse,Grande occasione da rete mancata,Rigori conquistati
Liverpool - Middlesbrough,3-0,2,Fábio,0,0,0,1,0.0,73',D,6.4,Middlesbrough,Liverpool ,0,0,0,0,0,6,1,0,8,0.80,0,1,0.0,4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool - Middlesbrough,3-0,27,Divock Origi,0,0,0,1,0.0,8',F,6.3,Liverpool,Liverpool ,0,0,0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool - Middlesbrough,3-0,8,Adam Clayton,0,0,1,11,0.18,90',M,5.9,Middlesbrough,Liverpool ,0,0,1,0,0,0,4,5,13,0.86,0,2,0.5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool - Middlesbrough,3-0,18,Alberto Moreno,0,0,0,0,0,4',D,–,Liverpool,Liverpool ,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,11,Mesut Özil,0,1,1,8,0.88,90',F,9.3,Arsenal,Arsenal ,0,0,0,2,1.0,0,0,0,77,0.90,12,15,0.6,5,0.6,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Arsenal - Sunderland,2-0,13,Jordan Pickford,0,0,0,0,0,90',G,8.8,Sunderland,Arsenal ,0,0,0,0,0,11,0,0,12,0.27,0,0,0,40,0.23,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,29,Granit Xhaka,0,0,1,6,0.17,90',M,8.4,Arsenal,Arsenal ,2,2,0,0,0,1,0,1,88,0.91,7,0,0,18,0.89,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,7,Alexis Sánchez,2,0,0,14,0.43,90',F,8.3,Arsenal,Arsenal ,2,3,0,5,0.8,0,0,1,15,0.57,0,2,0.0,1,0.0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arsenal - Sunderland,2-0,8,Aaron Ramsey,0,0,0,8,0.5,69',M,7.6,Arsenal,Arsenal ,2,0,0,2,0.5,0,0,1,42,0.93,2,1,0.0,4,0.75,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,16,Rob Holding,0,0,0,7,0.71,90',D,7.5,Arsenal,Arsenal ,2,0,0,1,1.0,3,1,0,53,0.86,2,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arsenal - Sunderland,2-0,20,Shkodran Mustafi,0,0,1,9,0.78,90',D,7.5,Arsenal,Arsenal ,1,0,0,0,0,3,3,1,33,0.91,2,1,1.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arsenal - Sunderland,2-0,33,Petr Čech,0,0,0,0,0,90',G,7.4,Arsenal,Arsenal ,0,0,0,0,0,2,1,0,12,0.75,0,0,0,5,0.2,0,0,1,0,2,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,18,Nacho Monreal,0,0,4,11,0.45,90',D,7.3,Arsenal,Arsenal ,0,1,1,0,0,4,3,2,44,0.89,1,0,0,3,0.33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,23,Lamine Koné,0,0,1,5,0.4,90',D,7.1,Sunderland,Arsenal ,0,0,4,0,0,5,0,0,19,0.82,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,17,Alex Iwobi,0,0,0,2,0.5,21',M,7.0,Arsenal,Arsenal ,1,0,0,0,0,1,1,0,19,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,24,Héctor Bellerín,0,0,1,5,0.6,90',M,7.0,Arsenal,Arsenal ,0,2,1,0,0,1,0,1,40,0.87,1,4,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arsenal - Sunderland,2-0,3,Bryan Oviedo,0,0,0,4,0.5,90',M,7.0,Sunderland,Arsenal ,0,0,1,2,1.0,3,3,0,23,0.79,0,2,0.5,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,9,Fabio Borini,0,0,1,11,0.64,90',F,7.0,Sunderland,Arsenal ,0,1,0,1,1.0,3,0,0,35,0.85,0,1,0.0,4,0.5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,6,Lee Cattermole,0,0,4,10,0.6,77',M,7.0,Sunderland,Arsenal ,0,0,1,0,0,0,2,1,23,0.74,0,0,0,7,0.57,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,44,Adnan Januzaj,0,0,0,5,0.8,8',M,6.9,Sunderland,Arsenal ,0,0,0,4,0.75,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,21,Javier Manquillo,0,0,2,7,0.71,82',M,6.9,Sunderland,Arsenal ,0,0,0,2,0.5,3,1,0,16,0.72,0,2,0.0,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,12,Olivier Giroud,0,0,0,6,0.5,85',F,6.9,Arsenal,Arsenal ,2,1,0,0,0,0,2,0,12,0.60,4,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arsenal - Sunderland,2-0,16,John O'Shea,0,0,0,4,0.25,90',D,6.9,Sunderland,Arsenal ,0,0,1,0,0,8,2,0,20,0.87,0,0,0,5,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,2,Billy Jones,0,0,4,12,0.42,90',D,6.8,Sunderland,Arsenal ,0,0,2,0,0,3,1,3,21,0.87,1,0,0,3,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,18,Jermain Defoe,0,0,0,6,0.33,90',F,6.7,Sunderland,Arsenal ,1,0,0,3,0.67,0,0,1,12,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,23,Danny Welbeck,0,0,0,3,0.0,21',F,6.6,Arsenal,Arsenal ,1,1,0,1,0.0,0,0,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,3,Kieran Gibbs,0,0,1,8,0.5,69',M,6.5,Arsenal,Arsenal ,0,0,0,1,1.0,3,0,1,28,0.90,0,5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,14,Theo Walcott,0,0,0,0,0,5',F,6.5,Arsenal,Arsenal ,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,17,Didier N'Dong,0,0,3,14,0.29,88',M,6.4,Sunderland,Arsenal ,1,1,0,0,0,2,0,4,25,0.83,2,1,0.0,1,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,7,Sebastian Larsson,0,0,0,5,0.2,90',M,6.4,Sunderland,Arsenal ,0,0,3,0,0,2,1,0,30,0.75,0,4,0.25,7,0.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,46,Lynden Gooch,0,0,0,4,0.5,13',M,6.2,Sunderland,Arsenal ,0,0,0,1,0.0,0,0,0,7,0.87,0,0,0,1,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Sunderland,2-0,24,Darron Gibson,0,0,0,0,0,2',M,–,Sunderland,Arsenal ,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,17,Christian Benteke,1,0,1,17,0.65,90',F,7.9,Crystal Palace,Crystal Palace ,1,2,0,0,0,4,0,0,15,0.68,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,42,Jason Puncheon,0,1,3,12,0.42,90',M,7.8,Crystal Palace,Crystal Palace ,0,2,1,2,0.5,3,2,2,20,0.74,3,3,0.67,2,0.0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,3,Patrick van Aanholt,1,0,0,0,0,15',D,7.5,Crystal Palace,Crystal Palace ,1,0,0,0,0,0,0,0,3,0.50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,28,Luka Milivojević,1,0,1,11,0.64,90',M,7.3,Crystal Palace,Crystal Palace ,1,0,1,0,0,2,1,2,15,0.75,0,1,1.0,3,0.33,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,18,James McArthur,0,1,1,6,0.5,28',M,7.3,Crystal Palace,Crystal Palace ,0,0,0,0,0,1,0,1,6,0.75,2,1,1.0,2,0.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,31,Jeffrey Schlupp,0,0,2,11,0.64,90',D,7.2,Crystal Palace,Crystal Palace ,0,0,0,2,0.5,6,2,1,10,0.58,0,1,0.0,4,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crystal Palace - Hull City,4-0,34,Martin Kelly,0,0,3,9,0.67,90',D,7.2,Crystal Palace,Crystal Palace ,0,0,0,0,0,8,2,1,1,0.12,0,1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,2,Joel Ward,0,0,1,3,0.67,90',D,7.2,Crystal Palace,Crystal Palace ,0,0,1,0,0,5,3,0,8,0.57,0,2,0.0,5,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,5,James Tomkins,0,0,2,7,0.43,86',D,7.0,Crystal Palace,Crystal Palace ,0,1,0,0,0,7,2,0,6,0.50,0,0,0,4,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,13,Wayne Hennessey,0,0,0,1,1.0,90',G,7.0,Crystal Palace,Crystal Palace ,0,0,0,0,0,0,0,0,7,0.26,1,0,0,26,0.27,0,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,29,Jarrod Bowen,0,0,0,5,0.6,45',F,6.9,Hull City,Crystal Palace ,0,1,0,2,1.0,0,0,0,21,0.84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crystal Palace - Hull City,4-0,11,Wilfried Zaha,1,0,2,15,0.33,90',M,6.9,Crystal Palace,Crystal Palace ,1,0,0,2,0.0,0,0,2,15,0.78,1,1,0.0,4,1.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,27,Ahmed El-Mohamady,0,0,2,5,0.6,90',M,6.9,Hull City,Crystal Palace ,0,0,0,0,0,0,2,0,47,0.78,3,6,0.17,7,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,27,Damien Delaney,0,0,0,0,0,4',D,6.7,Crystal Palace,Crystal Palace ,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,24,Oumar Niasse,0,0,0,19,0.58,90',F,6.6,Hull City,Crystal Palace ,0,0,0,9,0.56,1,0,0,14,0.73,0,0,0,2,1.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,5,Harry Maguire,0,0,2,11,0.55,50',D,6.6,Hull City,Crystal Palace ,0,1,0,1,0.0,2,1,0,20,0.76,0,0,0,4,0.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,10,Andros Townsend,0,0,2,6,0.5,75',M,6.6,Crystal Palace,Crystal Palace ,0,1,0,2,0.0,0,0,0,3,0.50,0,1,0.0,4,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,40,Evandro,0,0,1,12,0.25,90',F,6.6,Hull City,Crystal Palace ,0,1,0,0,0,0,0,2,48,0.90,1,1,0.0,2,1.0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,15,Shaun Maloney,0,0,1,3,0.33,45',M,6.5,Hull City,Crystal Palace ,0,0,0,0,0,0,0,0,18,0.85,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,11,Sam Clucas,0,0,2,8,0.5,90',M,6.4,Hull City,Crystal Palace ,0,1,0,0,0,1,0,0,32,0.71,1,3,0.33,5,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,7,Yohan Cabaye,0,0,1,3,0.33,62',M,6.4,Crystal Palace,Crystal Palace ,0,1,0,0,0,0,0,0,9,0.69,0,3,0.0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,3,Andrew Robertson,0,0,0,1,0.0,45',D,6.3,Hull City,Crystal Palace ,0,0,0,1,0.0,1,2,0,19,0.79,0,2,0.5,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,17,Kamil Grosicki,0,0,1,6,0.5,90',M,6.3,Hull City,Crystal Palace ,0,1,0,4,0.5,0,0,0,17,0.60,1,12,0.17,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,6,Curtis Davies,0,0,2,6,0.67,40',D,6.2,Hull City,Crystal Palace ,0,0,0,0,0,2,1,0,32,0.88,0,0,0,3,0.67,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crystal Palace - Hull City,4-0,10,Alfred N'Diaye,0,0,0,13,0.31,90',M,6.0,Hull City,Crystal Palace ,0,1,0,0,0,1,0,0,48,0.87,0,1,0.0,3,1.0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,21,Michael Dawson,0,0,1,7,0.29,90',D,5.9,Hull City,Crystal Palace ,0,0,1,0,0,6,0,0,39,0.86,1,0,0,9,0.56,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crystal Palace - Hull City,4-0,13,Andrea Ranocchia,0,0,1,5,0.6,45',D,5.8,Hull City,Crystal Palace ,0,0,0,0,0,2,0,0,20,0.76,0,0,0,3,0.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crystal Palace - Hull City,4-0,16,Eldin Jakupović,0,0,0,0,0,90',G,5.7,Hull City,Crystal Palace ,0,0,0,0,0,0,0,0,13,0.54,0,0,0,17,0.35,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,14,Pierre-Emerick Aubameyang,2,0,1,7,0.57,90',F,8.4,Arsenal,Arsenal ,3,0,0,2,1.0,0,0,0,17,0.85,1,3,0.0,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arsenal - Stoke City,3-0,11,Mesut Özil,0,0,0,5,0.6,90',M,8.3,Arsenal,Arsenal ,1,0,0,3,0.67,0,0,0,61,0.85,6,7,0.43,3,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Arsenal - Stoke City,3-0,20,Shkodran Mustafi,0,0,4,15,0.53,90',D,7.8,Arsenal,Arsenal ,1,0,1,0,0,3,3,0,75,0.91,0,0,0,3,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,18,Nacho Monreal,0,0,1,16,0.69,90',D,7.7,Arsenal,Arsenal ,1,2,1,0,0,1,2,0,36,0.66,1,1,0.0,1,0.0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,21,Calum Chambers,0,0,2,14,0.43,90',D,7.6,Arsenal,Arsenal ,1,2,0,0,0,3,4,0,81,0.91,0,0,0,6,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arsenal - Stoke City,3-0,1,Jack Butland,0,0,0,0,0,90',G,7.6,Stoke City,Arsenal ,0,0,0,0,0,8,0,0,13,0.46,0,0,0,28,0.46,0,0,0,1,1,0.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,9,Alexandre Lacazette,1,0,0,12,0.58,29',F,7.5,Arsenal,Arsenal ,1,0,0,3,0.67,0,0,2,5,0.71,1,1,0.0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arsenal - Stoke City,3-0,22,Xherdan Shaqiri,0,0,0,8,0.38,90',F,7.2,Stoke City,Arsenal ,1,2,0,3,0.67,0,0,1,20,0.69,1,9,0.22,5,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arsenal - Stoke City,3-0,10,Jack Wilshere,0,0,3,13,0.62,76',M,7.2,Arsenal,Arsenal ,1,0,0,4,0.75,0,0,3,43,0.87,2,1,1.0,2,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,13,David Ospina,0,0,0,2,1.0,90',G,7.2,Arsenal,Arsenal ,0,0,0,0,0,2,0,0,21,0.67,0,0,0,12,0.17,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,8,Aaron Ramsey,0,0,2,11,0.45,90',M,7.2,Arsenal,Arsenal ,1,1,0,0,0,1,0,0,59,0.83,2,2,0.5,3,0.67,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arsenal - Stoke City,3-0,24,Héctor Bellerín,0,0,1,6,0.33,90',D,7.0,Arsenal,Arsenal ,0,1,0,0,0,0,0,0,46,0.90,1,0,0,3,0.67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,29,Granit Xhaka,0,0,0,3,0.67,14',M,6.9,Arsenal,Arsenal ,0,1,0,0,0,0,1,0,19,0.86,1,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,7,Henrikh Mkhitaryan,0,0,0,0,0,14',M,6.8,Arsenal,Arsenal ,1,0,0,0,0,0,0,0,7,0.77,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,18,Mame Biram Diouf,0,0,0,16,0.62,61',F,6.8,Stoke City,Arsenal ,0,0,0,0,0,0,0,0,9,0.40,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,35,Mohamed Elneny,0,0,0,4,0.5,76',M,6.7,Arsenal,Arsenal ,0,0,0,1,1.0,2,1,1,71,0.87,0,0,0,4,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,4,Joe Allen,0,0,4,16,0.5,90',M,6.7,Stoke City,Arsenal ,0,0,0,3,0.67,1,1,2,31,0.86,1,3,0.67,1,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,25,Peter Crouch,0,0,0,6,0.5,10',F,6.6,Stoke City,Arsenal ,0,0,0,0,0,0,0,0,5,0.83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,9,Saido Berahino,0,0,0,1,1.0,29',F,6.5,Stoke City,Arsenal ,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,17,Ryan Shawcross,0,0,1,10,0.7,90',D,6.4,Stoke City,Arsenal ,0,1,0,0,0,7,2,1,12,0.60,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,32,Ramadan Sobhi,0,0,1,8,0.25,80',M,6.3,Stoke City,Arsenal ,0,0,0,2,0.0,0,0,1,9,0.64,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,23,Danny Welbeck,0,0,2,7,0.29,61',M,6.3,Arsenal,Arsenal ,0,1,0,0,0,0,0,1,8,0.80,0,0,0,1,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,27,Badou Ndiaye,0,0,2,15,0.4,90',M,6.2,Stoke City,Arsenal ,0,1,1,4,0.75,1,3,1,16,0.88,0,0,0,2,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arsenal - Stoke City,3-0,15,Bruno Martins Indi,0,0,1,5,0.4,90',D,6.1,Stoke City,Arsenal ,0,0,2,0,0,3,2,0,14,0.73,0,0,0,2,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arsenal - Stoke City,3-0,2,Moritz Bauer,0,0,1,15,0.33,90',M,6.0,Stoke City,Arsenal ,0,0,0,1,0.0,1,1,1,17,0.65,0,2,0.0,2,0.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,3,Erik Pieters,0,0,0,8,0.38,90',D,6.0,Stoke City,Arsenal ,0,0,2,0,0,3,0,2,14,0.77,0,2,0.0,2,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Arsenal - Stoke City,3-0,8,Glen Johnson,0,0,1,7,0.43,90',D,5.8,Stoke City,Arsenal ,0,0,0,0,0,3,1,1,15,0.44,0,0,0,9,0.33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,9,Jay Rodriguez,1,1,0,8,0.5,90',F,8.1,Southampton, Southampton,1,2,0,0,0,1,0,1,25,0.83,1,0,0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,14,Oriol Romeu,0,0,3,17,0.71,90',M,7.5,Southampton, Southampton,0,0,1,1,1.0,2,2,2,82,0.85,0,0,0,6,0.83,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,20,Patrick Bamford,1,0,3,8,0.88,90',F,7.4,Middlesbrough, Southampton,2,1,0,0,0,0,1,0,14,0.63,1,0,0,3,0.33,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Middlesbrough - Southampton,1-2,3,Maya Yoshida,0,0,2,19,0.58,90',D,7.4,Southampton, Southampton,1,0,2,0,0,7,1,0,42,0.93,0,0,0,4,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,7,Shane Long,0,1,1,16,0.69,87',F,7.3,Southampton, Southampton,0,1,0,1,0.0,1,0,0,19,0.79,2,5,0.2,1,0.0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Middlesbrough - Southampton,1-2,25,Calum Chambers,0,0,0,6,0.83,90',D,7.2,Middlesbrough, Southampton,1,0,0,2,1.0,3,1,0,30,0.83,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,22,Nathan Redmond,1,0,0,0,0,45',M,7.2,Southampton, Southampton,1,1,0,0,0,0,0,0,10,0.58,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,11,Viktor Fischer,0,1,0,3,0.33,30',F,7.2,Middlesbrough, Southampton,0,0,0,1,1.0,0,0,0,6,0.66,2,3,0.67,2,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,34,Adam Forshaw,0,0,1,4,0.5,60',M,7.0,Middlesbrough, Southampton,0,1,0,2,0.5,0,0,0,21,0.91,2,3,1.0,4,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,12,Martín Cáceres,0,0,1,5,0.6,90',D,7.0,Southampton, Southampton,0,1,1,0,0,4,1,0,47,0.94,0,0,0,3,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,8,Adam Clayton,0,0,2,10,0.5,90',M,6.9,Middlesbrough, Southampton,0,0,1,1,1.0,0,3,2,45,0.86,1,2,0.0,8,0.62,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,26,Jérémy Pied,0,0,3,12,0.58,90',D,6.9,Southampton, Southampton,0,0,1,2,0.5,2,2,1,31,0.79,0,6,0.0,5,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Southampton,1-2,19,Sofiane Boufal,0,0,1,8,0.25,45',F,6.8,Southampton, Southampton,1,0,0,2,0.5,0,0,0,17,0.85,1,2,0.5,1,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
